category,date,contents,title
모두의공원,2018-11-25,"저만해도 유선 ,은 kt라는 생각이 강했습니다 백업으로 다른 회사 회선하나 해놓는것도 필요하지않나 생각은 했지만 실행하진 않았습니다 이번일로 그깟 한달에몇만원 비지니스 회선은 아니어도 혹시모르니...",<span>이번일은 <b>sk</b>나 유플에게 큰 도움이 될수있겠네요 : 클리앙</span>
모두의공원,2018-11-24,"아놔 완전 난리났어요. 다행히 폰은 , 인데 사무실 ,이 케이티네요. 뭐 월요일 하루정도야 usb 테더링으로 버틴다고해도 그후에는 답이 없네요. 마침 데이터도 요즘 많이 남길래 요즘제 대폭 줄이고, 리필...",<span>아놔 <b>인터넷</b> 복구하는데 하루이틀 걸리는게 아니라는데 : 클리앙</span>
모두의공원,2018-11-24,"그래도 다행인게 단순히 행사장에 ,이 안되는 문제였어서...(행사장 ,이 KT) ,핸드폰 가진 사람 수소문 해서 공유기에 핸드폰 테더링한걸 붙여서 느리게나마 ,이 되도록 해놨네요 문제는 저는...",<span>KT장애에 난데없이 우회망 설치했네요 ㅎㅎㅎ : 클리앙</span>
모두의공원,2019-03-06,"카카오톡 ID 가 ,1004 네요. 그냥 웃기기보다는 짧은 ID에 삶의 치열함이 느껴져서 숙연해졌습니다.",<span>직접홍보 게시판에 LG <b>인터넷</b> 업체인데... : 클리앙</span>
모두의공원,2019-03-06,"클라우드PC는 외산 제품들과 비교하면 장점이 많다. ,브로드밴드의 클라우드 PC 부팅속도는 30초 정도로...대한 자료유출 걱정이 없다. 업무용과 개인 , 환경도 분리해 제공된다. 기업들이 클라우드PC...","<span>SKB, PC본체도 셋톱도 필요없는 시대 연다. GISA : 클리앙</span>"
모두의공원,2019-03-06,"들어가니, 기존 다른 결합건으로 할인받았던 기간은 다 제외라고 하네요?! 그러니까 저희집은, ,브로드밴드 ,과 결합되어 있던 기간은 싹 제외입니다. 개인적으로 사용연수라는걸, 이전 할인받았던 기간...",<span>skt 온가족 할인신청 실패기 .. (연수계산에 참고가 되시라고 ..) : 클리앙</span>
모두의공원,2019-03-06,"심심해서 옛날 뉴스 찾아보고 있습니다. 한국형 무선, 플랫폼에 ""세계최초""를 붙이다니 참 ㅋㅋㅋ","<span>안연구소-<b>SK</b>텔레콤, WIPI단말기 백신 개발 : 클리앙</span>"
모두의공원,2019-03-04,"한명의 , 찌질이에 의해 탄생되었다 ""워렌을 넘어서"" 라는 이 유저는 경희대 법학과 01 학번이었다 변환표준점수 391점을 받고 운이 없어 다군으로 경희대에 입학했던 그는 입시에 대한 미련을 버리지 못한...",<span>서성한 중경외시의 유래 : 클리앙</span>
모두의공원,2018-11-05,"이사하면서 ,옮겨왔는데 이건 너무하네요. 약정 5개월 남았는데 kt로 갈아타야 겠습니다.",<span>이사했는데 <b>인터넷</b> 비대칭이 심하네요. ㅜㅜ : 클리앙</span>
모두의공원,2019-02-12,"등에 대해 단속하기가 어려워 ISP와 협력하는 레벨로 접근해서 https를 차단. 대상 ISP : KT, LG유플러스, ,브로드밴드, 삼성SDS, KINX, 세종텔레콤, 드림라인 그냥 ,을 없애시지 왜 수고롭게 돈들여가면서",<span>https 차단 관련 방통위 공식 보도자료 떴네요.. : 클리앙</span>
모두의공원,2019-01-05,"팀이었어 그때 그래가지고 르까프가 성공한다음에 ,텔레콤이 연습량으로 조져가지고 다시또 올라갔잖아...IPX밖에 안했어 배틀넷을 금지시켰어 ,익스플로러도 못켰어 (중략) 여러분이 생각하는 프로...",<span>(펌) 프로게이머 이제동이 말하는 연습론.TXT : 클리앙</span>
모두의공원,2019-01-05,"갑자기 ,이 안되길래 USB랜카드에 물렸던 랜선을 메인보드에 꽂으니 , 잘 됩니다. 아 이걸 어떻게 받아들여야 할지........ USB랜카드 고장이 아닌건 KT를 물리면 또 됩니다.",<span><b>SK</b><b>인터넷</b>이 맥어드레스 바꿔가며 쓰라는 은총을 주셨습니다. : 클리앙</span>
모두의공원,2018-11-24,"요즘 포스기 카드결제는 ,으로 되기 때문에 KT 회선 이용하는 곳에서 장애 생기면 장사하시는 분들 멘붕 일어나죠.. 이때를 대비해서 , / 유플 LTE망을 쓰는 휴대용카드 단말기 구비하시면 됩니다 네이버...",<span>보조로 휴대용카드단말기 있으면 좋긴하죠 : 클리앙</span>
모두의공원,2018-11-22,"현재 , , 사용중입니다 ,바꾸라고 전화왔길래 끊을랬더니 사은품이 95만원이된다길래 무슨소리냐 했더니.... ,을 일단 lg로 바꾸고 6개월사용 여기서 사은품이 43만원인가 나오고 6개월뒤에 ,...",<span><b>인터넷</b> 바꾸라는 광고전화 이번건 신선하네요 : 클리앙</span>
모두의공원,2018-11-22,브로드밴드로 파일올리다가 화딱지 나서 중단하고 kt회선으로 올리는데 속이 시원하네요.,<span>KT와 <b>sk</b>는 확실이 <b>인터넷</b> 올리는 속도가 다르네요 : 클리앙</span>
모두의공원,2018-11-21,"관련이 24곳으로 거의 절반을 차지했고, 빅데이터와 사물,(IoT) 관련이 각각 16곳과 6곳이었다. 현대차가 20곳으로 뒤를 이었고 ▲ ,텔레콤(13곳) ▲ ,㈜(10곳) ▲ 삼성전자(9곳) ▲ GS홈쇼핑(8곳) ▲ LG전자...","<span>'4차산업이 대세'..대기업, 3년여만에 스타트업 투자 1조 : 클리앙</span>"
모두의공원,2018-11-14,"3년 약정 끝나고 지난번 상담을 받고 최종 혜택 조건이네요 ,, KT로 갈아탈려고 알아보고 있지만 3년 사용한다면 나쁘지 않아 보이네요. 이번주까지 고민해보고 결정 해볼랍니다.",<span>유플러스 <b>인터넷</b>/TV 해지 방어 입니다. : 클리앙</span>
모두의공원,2019-03-03,"재난 문자에 정보와 위험을 분리했다지만 어차피 기지국에서 뿌리는거기 때문에.... 다행히?도 , 유선,을 통해 통신하는 펨토셀 중계장비로 작동되는 제 폰은 안오는데 KT망을 쓰는 갤럭시탭 S4 2대에 문자...",<span>재난 문자 컨셉을 정리했으면 좋겠네요 : 클리앙</span>
모두의공원,2019-03-02,"는 엥간히 둘러봐도 옆동네를 둘러보지 않는 이상 ,상에서는 13%정도가 최선인가봅니다. 자급제랑 거의 차이가 없네요. 더구나 업체 자체사은품도 없거나 망... 반면에 kt는 24~26%+@(카드 청구할인...",<span>기기변경은 kt가 갑인듯하네요. : 클리앙</span>
모두의공원,2018-10-01,"사물,(IoT) 기기나 웨어러블 디바이스 등으로 확대되는 추세다. 이동통신 유통업계 관계자는 ""기존 스마트폰에서만 이용하던 서비스를 스마트워치와 같은 웨어러블 기기로 일부 이전하는데eSIM이 중요 역할...",<span>eSIM에 수수료 논란…이통사 폭리?. GISA</span>
모두의공원,2018-09-29,"케이블 , 중 하나 (티브로드) 사용하는데 심심해서 간간히 traceroute 해봅니다. (속도는 320메가...8.8.8.8 (구글) 해보니까 한국에서 통과하는 IP가 , BroadBand 이군요. 으흠? (보통 임차해서 사용하죠...",<span>오늘의 traceroute...를 가장한</span>
모두의공원,2018-09-29,"29일 업계에따르면 ,텔레콤과 KT는 어제(28일) eSIM 다운로드 비용을 2750원으로 확정했다. LG유플러스는...정했다고 밝혔다. 통신사 발표이후 클리앙 등 , 커뮤니티에는 ‘무슨 비용이 든다고 저걸 청구...",<span>통신3사 eSIM 수수료 2750원..알뜰폰 같이 쓰는 '듀얼심' 열리나.gisa</span>
모두의공원,2018-11-04,"이마트 한우데이라길래 작년에 맛있게 먹은 소고기가 생각나네요. 상품권을 ,상품권주는데 티월드대리점에서 악세사리살 수 있고 롯데마트에서 쓸 수 있다길래 소고기 고고씽했죠.",<span><b>sk</b><b>인터넷</b> 가입하고 사먹은 소고기 : 클리앙</span>
모두의공원,2018-11-03,"온가족 30년 가보려고 지금 합 6년 빨리 채워보려고 ,로 이동시켜드렸습니다 ,도 skb라 토탈 4회선인데 앞으로 4년만 버티기만해도 20년은 채우겠네요 ㅠㅠ 아버지가 90년도에 쓰시던 , 번호를 해지...",<span>부모님 두분다 <b>sk</b>로 번이 해드렸네요. : 클리앙</span>
모두의공원,2018-11-02,"20살 되기 하루전? 이틀전에 제 명의로 , 가입하고 휴대폰도 옮기고 지금까지 써오고 있는데.. 벌써 가입한지 이렇게 됬네요. 차라리 핸드폰을 ,로 쭉 갔으면 온가족할인 50% 갔는데 ㅠㅠ..",<span>kt 가입한지도 꽤 오래된것같으면서 오래안된.. : 클리앙</span>
모두의공원,2018-11-02,"https://sports.v.daum.net/v/20181102152103995 진짜 야구흥행이 안되긴 안되나 보네요 거진 ,으로만 매진되어야 정상인데... ㄷㄷㄷ","<span>KBO, 넥센-<b>SK</b> 5차전 입장권 9700장 현장 판매 gisa : 클리앙</span>"
모두의공원,2018-11-02,"는 로봇 제조업체인 ㈜로보스타, ㈜로보메디를 인수하여 로봇 산업에서의 투자를 확대하였고, ｢,｣는 사물,(IoT)을 활용한 보안 산업으로의 진출을 위해 ㈜에이디티캡스, ㈜캡스텍 등을 인수하였다...",<span>[공정거래위원회] 2018년 대기업집단 소속회사 변동현황 : 클리앙</span>
모두의공원,2019-02-12,"차단 기능을 고도화 하였다. *KT, LG유플러스, ,브로드밴드, 삼성SDS, KINX, 세종텔레콤, 드림라인 다만...방식의 기술특성상 이용자가 차단된 불법 ,사이트 접속을 시도할 때, 해당 사이트의 화면은...","<span>방통위 보도자료 -방통위, 불법정보를 유통하는 해외 <b>인터넷</b>사이트 차단 강화로 피해- : 클리앙</span>"
모두의공원,2019-02-12,"SKB에서 ,과 TV를 사용중에 있습니다. TV에서 홈쇼핑이 보기 싫어서 채널 리스트에서 없애서 속이 시원했는데, 갑자기 , Stoa라는 쇼핑채널은 삭제가 않되네요. 오늘 시간이 나서 고객센터에 물었더니...",<span>SKB TV에서 홈쇼핑 삭제 : 클리앙</span>
모두의공원,2019-02-12,"근데 전 핸폰도 ,도 다 ,.인데 아직은 잘나오네요 ㅎㅎ 아직 안 막혔나봅니다. 아..진짜 이번건은 페미이슈와 더불어 불난집에 부채질이네요.",<span>ㅇㄷ반대로 난리네요 : 클리앙</span>
모두의공원,2019-02-11,"kt에서 ,로 넘어온지 한달됐습니다! 잘 갈아탄거 같습니다.ㅎㅎ",<span>1달전에 <b>인터넷</b>을 <b>sk</b>로 바꾼건 신의한수인가요? : 클리앙</span>
모두의공원,2019-02-11,"어제 작성글 https://www.clien.net/service/board/park/13147763CLIEN ,무료로 이용가능해서..... 서브회선으로 듀얼랜 구성하려고 상담 신청했네요.... [내용추가: 안되네유 ㅠㅠ)",<span><b>SK</b><b>인터넷</b> 상담신청 했습니다? : 클리앙</span>
모두의공원,2019-01-03,"개의 이동전화번호를 당사자 동의없이 수집·활용했다. ,컴즈가 '어디가지 또' 앱에 활용한 이동전화번호는...것을 불법으로 규정하고 있다. 한국,진흥원(KISA) 관계자는 ""사내테스트를 목적...","<span><b>SK</b>컴즈, 개인정보 수백건 무단 수집해 앱테스트. GISA : 클리앙</span>"
모두의공원,2019-01-02,"텔레콤이 자회사 ,브로드밴드를 통해 지상파 콘텐츠 ,스트리밍방송(OTT)인 ‘푹’의 지분 30%를 보유하면서 국내 최초로 ‘지상파-IT기업’ 미디어 연합군이 탄생했다. 국내 미디어 시장이 유튜브 천하이고...",<span>'SKT+지상파' 연합군 탄생..유튜브·넷플릭스 공세 막고 글로벌 진출 : 클리앙</span>
모두의공원,2019-02-28,저는 아파트 거주중인데 너무 자주 먹통이 되네요 고객센터 전화헤봐도 아파트 건물 장비까지는 신호가 가는데 우리집에서 신호를 못받는다라는 말만 되풀이하고 이러다가 그냥 또 하룻밤 지나고 나면 어느새...,<span><b>SK</b><b>인터넷</b> 쓰시는분들 : 클리앙</span>
모두의공원,2019-02-27,"그냥 ,에 널린게 빅카메라 8+7%할인 쿠폰인데...",<span><b>SK</b>가 은근슬쩍 숟가락 얹기 하네요 : 클리앙</span>
모두의공원,2018-11-13,"많은 숫자이다.[22][23] KT에서는 와이파이를 무료 무선 ,이라는 뜻으로 적극 홍보하고 있어[24] 많은 사람들이 와이파이의 뜻을 오해하고 있다. ,텔레콤에서도 꾸준히 개방형 'T 와이파이 존'을 설치...",<span>[제대로 된] 와이파이 연결 방법 : 클리앙</span>
모두의공원,2018-11-13,"오픈 , '옥수수 소셜VR', 글로벌 텔레콤 어워드 수상 KT, VR 스포츠 개발사 '앱노리'와 콘텐츠 유통 계약 투자/인수 AR/VR 기업 '소셜네트워크', 295억원 투자 유치 게임 제작사 '빅박스 VR', 56.5억원 시드...","<span>버추얼 걸그룹 K/DA 데뷔, 중국 '위챗' VR버전 개발 등 (Weekly VR news) : 클리앙</span>"
모두의공원,2018-11-11,"요 몇일새 계속 오락가락 하니 짜증도 나고... , , 사용중이고 정말 다른것들은 하나 문제 없는데 유튜브만!!!! 유튜브 서버라도 날라갔나 썸넬도 안뜨고 재생도 틩길때도 있고 ㅠㅠ 유튜브 보는게 삶의...",<span>유튜브가 오락가락 하네요 : 클리앙</span>
모두의공원,2018-11-09,"텔링크와 브로드밴드 등에 관한 다양한 가능성이 거론되고 있다""고 설명했다. 다만 IPTV와 유선,이 주력인 ,브로드밴드와 합병할 경우 경영효율화를 통한 비용절감 등 외에 구체적인 시너지 효과 등을...","<span>IPTV발 M&amp;A, 알뜰폰에도 불똥 튀나.gisa : 클리앙</span>"
모두의공원,2018-11-09,"하구요. 결합이야 어느통신사든 다 잘되어 있으니까 지금 통신사를 굳이 유지할 필요는 없을것 같은데요. ,브로드밴드는 서비스가 불만족스러웠어서 KT로 한번 가볼까 하는데 장점이 있을까요? 현금지원도 3...",<span><b>인터넷</b> 가입자 바꾸려고 합니다. KT장점좀 말씀해주세요. : 클리앙</span>
모두의공원,2019-01-30,"집에서 ,을 , 브로드밴드로 하고 있습니다. 얼마전 전화가 와서 가디언 서비스를 1달간 무료로 체험하게 해준다고 했습니다. 회사에서 회의 중에 받은 전화라 알았다고 하고 금방 통화를 종료했습니다. PS4...",<span>SKB는 저에게 절망을 안겨주고 있습니다. : 클리앙</span>
모두의공원,2018-08-14,"고객님 가입년수도 얼마 안되시니 그냥 ,도 같이 써보시는거 어떠신가 해서요. > ?? 뭔소리에요 결합...다 균등한데요 > ??? 저 회사에서 업무망 , 쓰는데 구려요 Manager > 아 네.. 그런데 3만원보다...",<span>오늘 휴대폰대리점에서 있었던일</span>
모두의공원,2018-08-13,"가 먼저 받기 시작한뒤로 KT LG가 받기시작했다는데.. ,이전 3년이상이니 무료, TV 2대 15400+11000, ,전화 11000(..이항목이 제일 이해안되는) ,전화 이전비가 1.1이라는게 제일 이해 안되네요..",<span>이사 이전설치비 ㄷㄷ 하네요</span>
모두의공원,2019-03-02,"4G잘되요 전화, SMS, MMS잘돼요! 물론 VoLTE는 안되더라구요 그리고 KT는 잘 모르겠어요.. , 보니까 KT보다 ,가 외국폰 더 잘 된다고 해서 ,로 간거거든요 그래서 혹시 사용하실꺼면 ,는 확실하게 되니까...",<span>gemini pda 짧은 사용기 : 클리앙</span>
모두의공원,2018-09-29,"텔레콤,KT,LG유플러스가 내장형 USIM(가입자식별모드)인 ‘eSIM’ 다운로드 수수료를 확정해 2750원을 10월...있게 된 것이다. 통신사 발표이후 클리앙 등 , 커뮤니티에는 ‘무슨 비용이 든다고 저걸 청구하나",<span>통신3사 eSIM 수수료 2750원</span>
모두의공원,2018-09-28,"갔다했는데 이거 뭐 보드문제인지 하드문제인지 싶어서 교체해도 똑같은거보니 저랑 기가,은 상극인가봅니다 ㅡㅡ , 100mb 회선으로보조로 사용중인대 이게 오히려 빠르다 할정도니 ssd도 새로달아주고...",<span>집 <b>인터넷</b> 다운그레이드를 하던 해야지 안되겠네요</span>
모두의공원,2018-09-27,"때문인거 같은데 KT 에서는 해줄게 없다고 하고 답답하네요. 첨부터 그냥 LG U+ 신청할껄 ㅠㅠ 집 , , 로 바꾸려고 하는데 , 해외망 속도도 망이라는데 그냥 U+ 계속 쓸까 싶기도 하고 그렇네요. 감사합니다",<span>KT 기가랜 해외망 속도가 느린데 국내도 느린 느낌? : 클리앙</span>
모두의공원,2018-09-21,"알구게에 요즘 ,네트웍스 주유쿠폰 관련해서 글들이 올라와서 모스트 어플을 설치 했습니다. 처음에 가입...자체가 안된대요. 그래서 ,으로 그럼 어떻게 바꾸냐니까 ,으로도 바꿀수 없대요. 그럼 방법",<span>Most 어플 이런 X같은... 거 살다살다 첨보네요. : 클리앙</span>
모두의공원,2018-09-17,"그런거도 전혀 아니고.. 낮에는 보통 쾌적하다가 저녁이나 밤에 느려지고.. 컴 자체 사양문제는 절대 아닌거 같은데.. 저녁에는 딜레이가 자주 발생하네요.. ,브로드밴드라서 그런지..,을 바꿔야할듯 ㅠ",<span>다운받는것도 없는데 <b>인터넷</b>이 밤만 되면 느려지는 현상이 있네요..ㅠㅠ</span>
모두의공원,2018-10-30,"저녁에 , 와이브로 서비스를 종료한다는 메시지를 받았습니다. 메시지를 받고 굉장히 불쾌했습니다. 서비스를 종료하게됐다는 일방적 통보. '불편을 드려 죄송합니다'이 한 마디만 했어도 이렇게까지 불쾌...",<span><b>SK</b>와이브로 종료 관련해서 : 클리앙</span>
모두의공원,2018-10-30,예전에 사랑방 이런 신문 보고 신청했을때는 조건이 많고 다 안주던데 옆동네가서 신청하고 오늘 바꿨는데 현금 45만원 통장으로 바로 쏴주네여..;; 아 KT가 더 좋은건 알지만 스크 3회선 결합 할인받을려고 변경 ㅠ,<span><b>인터넷</b> KT에서 <b>SK</b>로 바꿨는데 현금 진짜 다 주는군여. : 클리앙</span>
모두의공원,2018-10-28,"장바지: ,좀 봤어( 라인업수정) 4. 아니 김민성은 대타가 딱이라고요 5. 2루수 김혜성, 3루수 송성문...송성문(2루수)-김하성(유격수)-임병욱(중견수)-김민성(3루수)-김재현(포수). 선발투수 에릭 해커. ",<span>[가을야구/플옵] 넥센 - <b>SK</b> 2차전 프리뷰 : 클리앙</span>
모두의공원,2019-02-10,"이전 작성글 https://www.clien.net/service/board/park/13147763CLIEN 그렇다면 ,을 신청해서 이중화를... !!!!!!!!!!!!!!!!!!!!!!!!!!",<span>아수스 공유기에 듀얼랜 기능이 있군요?!?!?!?!!!!!!!!! : 클리앙</span>
모두의공원,2019-02-10,"온가족 묶여있어서 , 무료로 이용가능 하거든요...(,이 욕나올정도라 안쓰는거지...) 가끔 그냥 ,신청해서 설치하고 평소에는 LG사용하고 혹시 모를 위기를 대비해서 ,를 서브네트워크로...",<span>가끔 드는 생각이 서브<b>인터넷</b>을 설치 할까 고민입니다. : 클리앙</span>
모두의공원,2019-02-09,"별로인가봐요? 분명 kt가 해외망 확충이 lg 나 ,에 비해서 좋다고 들었는데 새소게 보면 또 아닌 것 같고. 아 근데 컴퓨터로 ,이 간헐적으로 끊기는 문제가 우리 아파트는 심해서, kt로 바꾸긴 하겠지만요.",<span>새소게 보니 kt도 넷플릭스 화질이 별로인가봐요? : 클리앙</span>
모두의공원,2019-02-08,"슬림한테 손에 쥐어보면 착 감깁니다. KT 3년 약정 끝나서 ,로 옮겼는데 '지역 복불복'이 있어서 그런건지...없는 서비스를 제공한다는 생각이 드네요. ,은 돈 많이 준다고 하면 약정 끝날 때마다...",<span>SKB <b>인터넷</b> 대략 2주 정도 사용 후 소감 : 클리앙</span>
모두의공원,2019-01-01,"https://www.clien.net/service/board/park/12758222CLIEN kt 3회선 ,1회선 헬지 1회선",<span><b>인터넷</b> 회선 많아봤자 하는건 클리앙 : 클리앙</span>
모두의공원,2019-01-01,"신호가 끊길줄 알았는데 켜고 연결하니 ,이 멀쩡히 되네요? 뭐죠? 착각인가",<span><b>SK</b> 와이브로가 아직도 살아 있네요 : 클리앙</span>
모두의공원,2018-12-30,"갖고가서 그냥 못쓰고 왔는데 그 다음에 입원할때 또 갖고와서 설정을 해보니 됐습니다. , 포켓파이 핑이 40ms니까 ,전화기가 100ms 안쪽에만 들어면 되니 전화가 잘 됐습니다. 병실 돌며 보고받는...",<span>병원에 바리바리 싸들고가서 유선 <b>인터넷</b>전화기 쓴적 있습니다. : 클리앙</span>
모두의공원,2018-12-30,"인지 아이패드로 네이버 들어가면 저렇게 뜨네요 딜라이브가 lg망쓰나봐요 ㅡㅡ; 근데 심지어 지금 셀룰러 상태인데(,) 저게 뜹니다... ???? 이게 뭔... 클리앙이나 다른곳은 , 잘되네요 네이버만 ㄷㄷ",<span>저희 집 <b>인터넷</b> 상황... : 클리앙</span>
모두의공원,2018-12-27,"우선 저희 4명 가족은 대략 2014년쯤부터 , 휴대폰 + ,집전화 + 유선, 결합 할인을 사용하고 있었는데요. 작년 이맘때쯤 유선 , 속도가 다운받는데 좀 오래걸려서 500Mb 로 바꾸면 결합할인...",<span>SKB 100Mb 요금제로 500Mb 사용중입니다. : 클리앙</span>
모두의공원,2019-02-26,"2대, , 가스비 50,000 겨울철이라서 이정도도 아껴씀 아파트관리비 150,000 카드값(월평균) 1,000,000 가계 식비, 남편 통신비 및 교통비, 각종 세금, 양가 경조사, 주유비 등 각종생활비용 아내용돈...",<span>서울 2인 맞벌이 부부(자녀X) 생활 가계비용 정리 : 클리앙</span>
모두의공원,2019-02-25,"틀에서는 ,나 LG유플러스나 다를 바 없죠...지시의 내용 등을 확인 할 수 있습니다. 제5조 (서비스 안내) 4. 본인 인증이 완료 된 이용자에 대해서는 본인확인정보와 중복가입확인정보 및 연계정보가 ,사업자",<span>현 https 차단 방식은 감청이 아닐 확률이 매우 높습니다. : 클리앙</span>
